domain,context,response,act,speaker
hotel,"User: No, could you make a recommendation based on that criteria and send me the postcode, address, and hotel type, please? <SEP> Agent: I recommend the Kirkwood House. It is a guesthouse with 4 star ratings. The postcode is cb41da, and the address is 172 Chesterton Road. <SEP> User: That's all the information I need. Thank you so much for your help. Bye!",You're welcome. Have a great day.,general-bye,1
hotel,"Agent: I hear the Huntingdon Marriott Hotel is nice. Would you like to try booking there? <SEP> User: Yes. There will be 5 of us staying for 3 nights, arriving on Sunday. I sure hope Cambridge is nice this time of year. <SEP> Agent: Sorry, that's not available. Could you pick another day, time, or stay length?",Is there another hotel available that will accommodate my stay?,Hotel-Inform,0
hotel,"Agent: Yes it is in the North and is a cheap 4 star guesthouse. Would you like to make a reservation? <SEP> User: No thank you. Do they have free wifi? <SEP> Agent: Yes, they have free wifi. Would you like to book the hotel now?","Yes, I would like to book the hotel now.",Hotel-Inform,0
hotel,"Agent: Worth House is a four star guesthouse on 152 Chesterton Road that seems like a good fit. Would you like me to make a reservation for you? <SEP> User: Yes, can you please book it for 5 people and 5 nights starting from thursday? <SEP> Agent: I booked the room for 5 people and five nights starting on Thursday. The Reference number is : MCS14SHL .","Thank you that is all I need, goodbye",general-bye,0
hotel,"User: That is fine, is it in the East? <SEP> Agent: No, Finches is in the West. Are you looking for a place in the East? <SEP> User: No I am looking for a place in the West.",When will you be staying and for how long and how many people will be in your party.,Booking-Request,1
hotel,Agent: City Centre North B and B is at 328a Histon Road. Please let me know if you would like restaurant recommendations. <SEP> User: Can you please help me book that hotel for 8 people. We'll be staying for two nights starting on Tuesday. <SEP> Agent: i am doing that right away sir. thank you,Are you still there? Were you able to book that? Can I get a reference number please?,Hotel-Request,0
hotel,User: Yes I would like it to be on the North part of town. <SEP> Agent: There are quite a few guesthouses in that area. Would a guesthouse meet your needs? <SEP> User: Yes a guesthouse would be fine. Does it have internet? And what is it's postcode?,"Yes, the Acorn Guest House has internet.",Hotel-Inform,1
hotel,"User: I don't need it booked just yet. I just needed the info, thanks. <SEP> Agent: All right. Is there anything else I can do for you? <SEP> User: No, thank you for your patience. I am all set now. Bye.",Great! Have a wonderful day! Goodbye!,general-bye,1
hotel,User: I need a place to stay that has free wifi. <SEP> Agent: What type of lodging would you prefer? And do you care about price or area? <SEP> User: I would like to stay in a guesthouse.,What area would you like to stay in?,Hotel-Request,1
hotel,User: Yes please make a booking for 1 people and 5 nights starting from saturday. <SEP> Agent: I made a reservation for you at the Gonville Hotel for 5 nights starting Saturday. Your reference is PUX8NRCE . Is there anything else I can help you with? <SEP> User: No thank you. That was all I needed.,"Ok, have a great day!",general-bye,1
hotel,"Agent: I have no cheap bed and breakfast places, shall I try another type or price? <SEP> User: Try another type. <SEP> Agent: I have 9 guesthouses in the cheap price range with wifi. What part of town would you prefer?",I would like to stay on the east side.,Hotel-Inform,0
hotel,"User: Yes, tell me about those. <SEP> Agent: Ashley hotel is 2 stars with free internet and free parking lot. <SEP> User: What about the other hotel?","Lovell Lodge is also two stars. In the moderate price range, located in the North, at 365 milton road. It has free parking and wifi.",Hotel-Inform,1
hotel,"User: Whichever is the cheapest for 2 people, 5 nights starting Thursday. Please book it, and I will need a reference number. Thanks. <SEP> Agent: Alright, you are booked at the Alexander Bed and Breakfast. Reference number is UK8T46J8 . <SEP> User: Thank you, I just want to confirm that this hotel includes free parking and wifi",Yes it includes both.,Hotel-Inform,1
hotel,User: Hi I am looking for a place to stay in the expensive price range. <SEP> Agent: I have 5 options for you. In what area would you like to stay?,I am not particular about the area. It is all right if the hotel doesn't have free parking.,Hotel-Inform,0
hotel,"User: Yes book for 8 people for 2 nights starting on Tuesday. <SEP> Agent: Booking was successful. Reference number is : IV8NUJOU . anything else? <SEP> User: No, that should be it. Thanks so much.",Thanks for letting me assist you. Have a great day!,general-bye,1
hotel,"User: Yes, can you book it for me? <SEP> Agent: You have been booked for 8 people for 4 days starting Monday at the Lensfield. Your confirmation number is C0YCW45C . Can I do anything else for you? <SEP> User: No, that's all I needed. Have a nice day.","Alright, glad I could help.",general-welcome,1
hotel,User: Can you find me a particular hotel please?,"I can. If you'd give me the name, or other details, I can search for it.",Hotel-Request,1
hotel,Agent: Unfortunately I can't find any that are expensive. Let's try a different price range. <SEP> User: moderately priced would be fine. <SEP> Agent: How about the Archway House? It's a 4-star moderately priced guesthouse with both free wifi and parking. Would you like to book a room?,"Yes, can you book that for 7 people on Saturday?",Hotel-Inform,0
hotel,"User: I'd like it for 5 people and 5 nights starting Sunday, please. <SEP> Agent: The booking was unsuccessful, would you like to try another place? <SEP> User: Yes, lets try a different one.","OK, you're booked at the Ashley Hotel. Your reference number is: 5UH12MNC . Is there anything else you need today?",Booking-Book,1
hotel,"Agent: I have found many options, is there a price range you were looking for? <SEP> User: It should be in the moderate price range with free parking <SEP> Agent: I have 12 such places. I'd suggest the Acorn Guest House, which has 4 stars. Would you like to book a room?",Yes please book it for 2 people and 4 nights starting from sunday.,Hotel-Inform,0
hotel,"User: Hello, I am looking to stay in a guesthouse that includes free parking <SEP> Agent: I have lots of them to choose from. Is there any area of town that I can check into for you?",No. I would like it to have a star rating of 4 and free wifi.,Hotel-Inform,0
hotel,"User: I'm looking for a place to stay that includes free parking, my price range is on the expensive end. <SEP> Agent: Okay, we have 5 hotels that match your criteria. Is there a specific area you're looking for?","Yes, I'm thinking I'd like it to be in the north. Does that help?",Hotel-Inform,0
hotel,"Agent: We have ones with free parking in the south in the cheap, moderate and expensive range. Do you have a preference for hotel or guesthouse? <SEP> User: I don't have a preference for the price range or the type of lodging. Could you recommend one of them to me? <SEP> Agent: How about the bridge guest house? It is moderately priced and has both internet and parking?",I think that is good,Hotel-Inform,0
hotel,"Agent: The Hamilton Lodge is perfect for you. It is located at 156 chesterton road and you can call in at 01223365664. Would you like me to book a room for you? <SEP> User: Yes, please book for 5 people and 4 nights starting from saturday. <SEP> Agent: I've booked your stay at the Hamilton Lodge for 5 people, staying for 4 nights starting Saturday. Your reference number is 14HU38D9",Thank you that is all I need today.,general-thank,0
hotel,User: What about moderately priced 4 star lodging of any hotel type? <SEP> Agent: How about avalon? They're a guesthouse in the north. <SEP> User: Do they offer parking and wifi?,They do offer wifi but no parking.,Hotel-Inform,1
hotel,User: We need a hotel in the eastern part of the city which has free parking.,Autumn house is a guesthouse with free parking in the east part of town.,Hotel-Inform,1
hotel,User: That is all. Thank you <SEP> Agent: Glad I could help. Enjoy your stay. <SEP> User: We will. Have a good day.,Thank you so much . Enjoy your stay.,general-bye,1
hotel,"Agent: The Cambridge Belfry meets that criteria. Would like to me to help you book a reservation? <SEP> User: Yes, I've got a group of six and we want to stay for three nights starting on Friday. <SEP> Agent: Ok, booking you three nights for 6 people starting Friday.","Thank you, I will just need a reference number for the booking.",Hotel-Request,0
hotel,User: I am looking for a moderate priced place to stay.,"Yes, let me help you with that. In what area of town would you like to stay?",Hotel-Request,1
hotel,User: I am looking for moderately priced lodging with free wifi. <SEP> Agent: There are 17 hotels that match that criteria. Would you like to narrow it down some? Do you need free parking? What area would you like?,I would like it to have a four star rating.,Hotel-Inform,0
hotel,Agent: There are no results for a cheap hotel with free wifi in the centre area. Would you like to try a different area or guesthouse? <SEP> User: Try a guesthouse please. <SEP> Agent: how about alexander bed and breakfast?,Is it cheap? I don't have much money. And do they have free wifi?,Hotel-Inform,0
hotel,User: Hi! I need a place to stay in the centre of town. <SEP> Agent: I have 3 hotels and 2 guest houses in that area. What is your price range going to be?,Expensive price range would be just fine.,Hotel-Inform,0
hotel,"Agent: Yes, that's a guesthouse in the east of town. Is there some particular information you'd like about it, or I could help you book a room? <SEP> User: I would like to book it for 7 people for 4 nights starting on Sunday. <SEP> Agent: Unfortunately the booking was unsuccessful. Would you like for me to find another hotel?","Hmm, how about a different hotel in the same price range?",Hotel-Inform,0
hotel,Agent: Booking was successful at worth house. It is a guesthouse that is cheap like the cambridge belfry hotel. Reference number is : N8MJX1YX . <SEP> User: Did this have wifi? <SEP> Agent: Yes it does. I hope you enjoy your stay.,Thank you so much.,general-thank,0
hotel,Agent: What is your price range? <SEP> User: I am looking for a cheap 4 star hotel on the north. <SEP> Agent: Worth house is a cheap guesthouse in the North. Will that do?,Yes. Is there on in the moderate price range as well? To compare.,Hotel-Inform,0
hotel,"User: Can you book a room for me there? We'll be arriving on Saturday and need to stay 4 nights. There will be 7 of us staying. <SEP> Agent: I was able to book Cityroomz for you on Saturday for 4 night, 7 people. Your reference number is 5B7M73DK . Is there anything else I can help with? <SEP> User: Nope, that'll be all, thanks. Bye!",Thank you for contacting Cambridge TownInfo centre. Have a great day!,general-greet,1
hotel,"User: That sound awesome. Can I have the address? <SEP> Agent: Regent Street. Do you need anything else, today? <SEP> User: Great thank you! That's all I need. Goodbye.",Thank you for contacting us. Have a great day.,general-bye,1
hotel,"Agent: Do you have a particular one in mind or any preference for where you stay or what amenities are offered? <SEP> User: I am looking for a hotel called the A and B Guest House. <SEP> Agent: Yes, that's a guesthouse in the east of town. Is there some particular information you'd like about it, or I could help you book a room?",I would like to book it for 7 people for 4 nights starting on Sunday.,Hotel-Inform,0
hotel,"Agent: I would then recommend the acorn guest house, a moderately priced 4 star guesthouse located at 154 chesterton road. Would you like to book a room? <SEP> User: Yes, I do need to book a room. <SEP> Agent: How many people will be joining you, if any?","Actually, I'll book later. Can you help me find a train though?",Train-Inform,0
hotel,"Agent: Unfortunately no. Is there another type of hotel you are interested in? <SEP> User: I would like a guesthouse that meets all my previous criteria, except now I want one in the moderate price range and it doesn't need to include internet. <SEP> Agent: I found the Alpha-Milton guest house in the north side. Would you like to book a room?",Not yet. But I would like their telephone number.,Hotel-Request,0
hotel,"Agent: How many people will be staying? Also, when would you like to check in? <SEP> User: Sure, just me. Monday at 12:00 is fine. <SEP> Agent: How many nights will you be staying?",Just Monday night.,Hotel-Inform,0
hotel,"User: I don't have a preferred price range, but I'd like one with free wifi. <SEP> Agent: There are 4 places that provide internet on the west side. 2 are hotels, and 2 are guesthouses. Do you have a preference? <SEP> User: Do they have parking? I want one that does not have parking.",I'm not showing anything in that area of town with no parking. Would you like to try a different area?,Hotel-NoOffer,1
hotel,"User: Can you help me find a guesthouse in the north? <SEP> Agent: We have 11 guesthouses available in the area, what is your price range and what amenities would you like in the guesthouse? <SEP> User: It should include free parking.",how about acorn house?,Hotel-Recommend,1
hotel,"Agent: There is not a cheap hotel in the centre area. Is there another area I can look for you? <SEP> User: The hotel should be in the type of hotel and should have a star of 4, <SEP> Agent: The cambridge belfry is 4 star hotel in the cheap price range in the west part of town. Do you want me to book this hotel?","I need to be in the centre. Is there a guesthouse available, if there are no hotels?",Hotel-Inform,0
hotel,"User: I am looking for a moderate price placed to say in the North side of the city please. <SEP> Agent: There are several that fit the bill. I could recommend Limehouse. Would you like me to help you book there, or are there other factors you'd like to consider?",As long as there is available parking I'd like to book my reservation there please.,Hotel-Inform,0
hotel,User: Please. I need a room on tuesday for 5 nights. 4 people will be staying. <SEP> Agent: i bookid bridge guest house and Reference number is : KYKQFY1U . <SEP> User: Thank you so much.,Of course. I can help at any time.,general-bye,1
hotel,"Agent: I am sorry but I am not finding any hotels that fit your needs. <SEP> User: What about an expensive, 4 star hotel? <SEP> Agent: I have two for you to choose from. I have the Huntingdon Marriott Hotel in the west, and the University Arms Hotel in the centre of town.",Does either one have free parking?,Hotel-Inform,0
hotel,"User: Are any of them in the south? I'd like free parking too. <SEP> Agent: Yes, two are in the south and both have free parking and internet. I recommend the Bridge Guesthouse. Would you like me to book a reservation? <SEP> User: Please. I need a room on tuesday for 5 nights. 4 people will be staying.",i bookid bridge guest house and Reference number is : KYKQFY1U .,Booking-Book,1
hotel,User: I am looking for a place to stay. The hotel should have a star of 4 and should be in the type of guesthouse,Okay. What part of town do you want to stay in?,Hotel-Request,1
hotel,User: What's it's star rating? <SEP> Agent: It has a 4 star rating. Would you like me to book a room for you? <SEP> User: Yes. I need it for four people and five nights.,What day do you want that booking to start?,Booking-Request,1
hotel,Agent: There are 11 guesthouses and 2 hotels. Did you have a preference? <SEP> User: It should be a hotel. I don't care if it has parking. <SEP> Agent: I have two moderately priced ones for you to choose from. Would you like a recommendation?,"Please pick one for me. The wife just ""politely requested"" that we change our mind on the parking, can you pick one that includes free parking?",Hotel-Inform,0
hotel,User: Is it expensive with free wifi? <SEP> Agent: It is moderately priced. <SEP> User: Does it also include free wifi?,"Yes, the wifi is included.",Hotel-Inform,1
hotel,"Agent: Yes, it does offer parking. Would you like me to book that for you? <SEP> User: That sounds great. Yes please! <SEP> Agent: What day will you be checking in? I also need the number of days you will be staying and the number of people.","I'll be checking in on Saturday, and it will be for 4 people for 4 nights.",Hotel-Inform,0
hotel,User: Can you see if there are any in the moderate range? <SEP> Agent: We have 3 moderately priced 3 star guesthouses. <SEP> User: Great! Which of those three would you recommend?,Which are would you like to stay in?,Hotel-Request,1
hotel,"Agent: We have 5 hotels that fit that description. What area of town do you prefer? <SEP> User: The area doesn't matter much, but I would like it to be a guesthouse if possible. <SEP> Agent: I'm sorry, but all of the places that have free wifi and who have an expensive price range are hotels rather than guesthouses. Would you be interested in a hotel instead?",I'd really rather stay at a guesthouse. Do you have anything in the cheap price range?,Hotel-Inform,0
hotel,"User: 4/5/2018 - 4/10/2018 <SEP> Agent: Acorn Guest House seems to be a good option. Alexander Bed and Breakfast also has parking but is in the town centre. Would you prefer one of those? <SEP> User: I am looking for something in the moderate price range and free internet, please.",I think acorn guest house is a good match for you!,Hotel-Inform,1
hotel,Agent: I have 3 hotels and 2 guest houses in that area. What is your price range going to be? <SEP> User: Expensive price range would be just fine. <SEP> Agent: University Arms Hotel is in the centre and the price range is expensive. Would you like to book a room or get more information?,Before I book can I confirm that it includes free wifi and free parking?,Hotel-Inform,0
hotel,"Agent: Sure thing, just tell me what day you're arriving, how many days you're staying, and how many people are in your party, and I'd be happy to set that up. <SEP> User: Actually I just need a bit of information. What is the price range, star rating, and phone number? <SEP> Agent: It's a cheap 4 star guesthouse and the number is 01223525725.",Thank you very much!,general-thank,0
hotel,"User: Could you recommend a local hotel with free parking? <SEP> Agent: Sure, there are 8 hotels that offer free parking. Would you like to stay in a specific part of town, or want a certain prince range?","Yes, I would like those in the south of town in the expensive price range.",Hotel-Inform,0
hotel,"Agent: How many stars would you like? <SEP> User: Four stars please. <SEP> Agent: I have 21 that have 4 stars, 18 are guest houses and 3 are hotels. Do you have a preference to area or type of place?",I would like something in the north and has free wifi and free parking if possible.,Hotel-Inform,0
hotel,"Agent: How about Archway House? It's at 52 Gilbert Road cb43pe, and the phone number is 01223575314. Would that work for you? <SEP> User: That's great. Please make a reservation for 1 on Monday. I'd like to stay 3 nights. <SEP> Agent: Your booking was unsuccessful. Would you like another day or a shorter stay.","Yes, would you try 2 nights instead, please?",Hotel-Inform,0
hotel,Agent: The Ashley is unavailable. I can book you at Lovell lodge though. <SEP> User: Okay let's try that and please get me a reference number. <SEP> Agent: Your booking was successful and your Reference number is 6Y6KP7A2 . Is there anything else I can help you with today?,"I need the address of the hotel, please.",Hotel-Inform,0
hotel,"User: Can you find me an expensive place to stay that is located in the east? <SEP> Agent: The only hotel that matches your criteria is ""express by holiday inn cambridge."" Do you need help with booking?",Does that hotel have a 4-star rating?,Hotel-Inform,0
hotel,"User: Yeah, you can go ahead and book it for 2 people. I'll be staying for 3 nights starting on Thursday. <SEP> Agent: You're all set! Reference number is LX1F2BXI . <SEP> User: Thank you. I also need to find a restaurant near the hotel in the moderate price range.",Ok i will find you one and notify you as soon as possible,Booking-Book,1
hotel,User: I need a guesthouse with a moderate price. <SEP> Agent: Do you have a preferred area of the city you'd like to stay in?,"No, I don't have a preference. I'd like the guesthouse to have free parking though!",Hotel-Inform,0
hotel,"User: Yes definitely. I would like something moderate. <SEP> Agent: We have four guesthouses that fit the bill, two in the north, one in the south, and one in the west. <SEP> User: Out of those, can you find me one with free internet and parking?",We have 3 that match your criteria but Hamilton Lodge is very popular. Would you like to try there?,Hotel-Inform,1
hotel,Agent: I'm sorry but I was unable to book that. Shall we try another hotel? <SEP> User: Yes please. One in the same price range. <SEP> Agent: Do you care whether the hotel is in the city center?,Nope. I just need the hotel to be expensive and include wifi.,Hotel-Inform,0
hotel,"User: I need an expensive place to stay that includes wifi. <SEP> Agent: I have found several options for you, sir. What part of town did you have in mind? <SEP> User: It doesn't really matter. I would like a guesthouse, though.",I could not find a guesthouse available in the expensive price range. Is there a different price range you would accept?,Hotel-NoOffer,1
hotel,User: I need a guesthouse with a moderate price.,Do you have a preferred area of the city you'd like to stay in?,Hotel-Request,1
hotel,"Agent: I show two hotels in the moderate price range. Would you like more details on them? <SEP> User: Yes thank you and the reference number <SEP> Agent: They are both guesthouses in the east, four star. Would you prefer the one with our without parking?",Either is fine. I just need the reservation for Wednesday.,Hotel-Inform,0
hotel,"Agent: Booking was successful. Reference number is : 8DW9YAFR . <SEP> User: Great, thanks for your help. <SEP> Agent: Your welcome, Is there anything else I can help you with?",Nope that was all I needed today. Thanks! Take care!,general-thank,0
hotel,"Agent: I'm not able to book for those nights. Would you want to try a shorter stay? <SEP> User: Yes, that would be fine. Is there a room available for one night? <SEP> Agent: I was able to get you 1 night at the Acorn Ref# E45FQB5O . Can I help you with anything else today?",That shall be all! Thank you!,general-thank,0
hotel,"Agent: I'm sorry, there aren't any expensive guesthouses with 4 stars, but there are 18 moderately priced 4-star guesthouses. Would that be okay? <SEP> User: Is there one available in the cheap price range? <SEP> Agent: I have 7 cheap 4 star guesthouses,can I recommend autumn house?","yes that sounds nice, can you check for booking for 5 people and 3 nights starting from monday?",Hotel-Inform,0
hotel,User: I am looking for a place to stay. The hotel should be in the type of guesthouse and doesn't need to include internet <SEP> Agent: There are many guesthouses that meet your criteria. Do you have a pricerange in mind?,I'm looking for something that would be in the middle price point.,Hotel-Inform,0
hotel,"Agent: I'm sorry, we were not able to book a room at that hotel. Would you like us to try booking another hotel? <SEP> User: Okay sure. Try another hotel in the same price range. <SEP> Agent: Okay, you're booked at Avalon with reference number 7U6TURWS . May I help with anything else?","That was all that I needed, thank you!",general-thank,0
hotel,"User: Yes, same price range. <SEP> Agent: Hamilton Lodge has the same amenities and is right next door. Would you like me to book that property for you? <SEP> User: Yes, please.",Booked! Reference number: 2BA346MA .,Booking-Book,1
hotel,User: Can you find a hotel by the name of Leverton House?,"Yes, I have found the Leverton House located in the east.",Hotel-Inform,1
hotel,"Agent: your booking was successful. is there anything else i can help you with? <SEP> User: Actually I need the reservation to be for 4 nights, 6 people, starting from wednesday. Could you change the reservation for me please? <SEP> Agent: No problem, I was able to book that for you and your reference number is VA5JADCK . Is there anything else I can do for you?","I think that is everything, thanks!",general-thank,0
hotel,"User: No, I really don't care what area, but I would like it to have a 4 star rating. <SEP> Agent: I have several 4-star guesthouses. Might I suggest the Warkworth house. It's located in the east and offers both free wifi and parking. <SEP> User: That sounds perfect so long as it has free parking.",It certainly does. Would you like to make a reservation?,Booking-Inform,1
hotel,"Agent: I sure do. The University Arms hotel is a more expensive hotel in the centre of town. It has 4 stars and includes free wifi and free parking. <SEP> User: I need a room for one person starting sunday for 3 nights <SEP> Agent: Unfortunately, they don't have availability for that day and length of stay. Would you like to stay on another day or shorten the stay?","All right, what about 2 nights?",Hotel-Inform,0
hotel,"User: That's perfect, I was looking for a guesthouse. I'm still planning. Could you just give me the postcode for now? <SEP> Agent: acorn guest house with zip code cb41da will be perfect for you. It is a 4 star guest house and of moderate price. <SEP> User: Do they have free parking?",I will check to see if the acorn has free parking now.,Hotel-Inform,1
hotel,"Agent: The Cambridge Belfry is the only cheap hotel in town that has free wifi. It's in the west side of town at back lane, cambourne. Do you want a reservation? <SEP> User: I would like a little more information about the Belfry hotel. does it have a 4 star rating? <SEP> Agent: Yes, it does have a four star rating. Would you like to book a room?",No but what is the address?,Hotel-Request,0
hotel,"Agent: Yes, I will book 5 nights at The Marriot for 4 people starting Wednesday. Anything else I can do for you? <SEP> User: May I have the reference number for the booking please? <SEP> Agent: I apologize but the booking was unsuccessful, the hotel is booked. Do you want me to check one of the other hotels?",Yes a hotel that is near that one.,Hotel-Inform,0
hotel,"User: Hi, I'm looking for a guesthouse in the south part of town. Do you have anything in that category? <SEP> Agent: Yes, I have found 3 to choose from. Would you prefer a moderate price or something cheap? <SEP> User: Moderate, please, and make sure they have free parking.",How about the Bridge Guesthouse that is in the moderate price range?,Hotel-Inform,1
hotel,User: What can you tell me about the Lovell Lodge?,"It is a hotel in the north part of town in the moderate price range with a 2 star rating, free internet, and free parking",Hotel-Inform,1
hotel,User: I need a place to stay in the north please. <SEP> Agent: There are 13 places to stay in the north. Do you have any other criteria?,I don't want to have to pay for parking.,Hotel-Inform,0
hotel,"Agent: Finches is in the west, at 144 thornton road. Can I help with anything else today? <SEP> User: No, thank you for your help. <SEP> Agent: Glad I could help. Let us know if you need help in the future. Have a great day!!",I sure will and you have a great day too.,general-thank,0
hotel,"User: Hi, could you help me find a 3 star guesthouse? <SEP> Agent: I have 4 guesthouses with 3 stars, which area would you like me to search?",Thanks! You are so nice. I need the guesthouses in the west. It doesn't matters if there is not free parking.,Hotel-Inform,0
hotel,Agent: Home from Home is a nice guesthouse with fee parking included. Can I reserve a room for you? <SEP> User: Does Home from Home have free wifi? <SEP> Agent: It sure does. Can I book your stay for you?,"No, thanks. Have a nice day.",general-bye,0
hotel,User: I'm looking for more information on arbury lodge guesthouse. <SEP> Agent: The arbury lodge guesthouse is a 4 star hotel in the north area at a moderate price range and includes internet and parking. Would you like me to book it?,"Yes, please. For 3 people, 3 nights starting on tuesday.",Hotel-Inform,0
hotel,Agent: I have 21 guesthouses that fit that criteria. Is there a particular area of the city you would like to stay in? <SEP> User: No but can you find one in the moderate price range? <SEP> Agent: The Acorn Guest House has a 4 star rating and has both free internet and parking. Can I book a stay for you?,No.What other Hotels are nearby ?,Hotel-Inform,0
hotel,"User: Hi, I'm looking for a 1 star place to stay with free wifi. <SEP> Agent: I'm sorry there are no 1 star hotels with internet, would you like me to search on 2 stars, we have a few hotels available.","Alright. I wanted a 1 star, but I guess I can listen to the 2 star options.",Hotel-Inform,0
hotel,"User: Yes. Is there on in the moderate price range as well? To compare. <SEP> Agent: Sure thing! There are seven 4 star moderately priced guesthouses in the north. maybe you would like to book on of these <SEP> User: Can you pick your favorite and book a room for me? There will be 8 people, and we'll arrive on Thursday and spend 3 nights.",Booking was successful. Reference number is : RI83HXK1 . do you need information about the hotel?,Booking-Book,1
hotel,"User: What is the price range of that hotel? <SEP> Agent: Worth House is in the cheap price range. Would you like any more information? <SEP> User: Nope, that's all. Thanks. Bye!",Thank you. We'll be happy to help you with your future travel needs.,general-greet,1
hotel,"Agent: Your booking for the lensfield hotel was successful. Your reference number is CB8VVF4M . Can I help you with anything else today? <SEP> User: Yes two more things, can I confirm the reference number as CB8VVF4M? Also, I want to make sure that the have free Wi-fi. <SEP> Agent: Your reference number is indeed CB8VVF4M . They also have free wifi.",Ok. Thanks. That's all I needed.,general-thank,0
hotel,"Agent: I have found the Warkworth House located in the East. It is 4 stars and is in the moderate price range. May I book it for you? <SEP> User: Yes, please. I need a reservation for 5 nights starting Wednesday. There will be 4 people. <SEP> Agent: I am sorry but Warkworth House is fully booked. May I look for another hotel for you in the east area?",Can you find me another hotel in the same price range as the Warkworth House?,Hotel-Inform,0
hotel,"User: Hi, I'd like to find out about the Limehouse hotel. <SEP> Agent: Yes, the Limehouse is a moderately priced guesthouse on the north side. What other information can I get for you?","Actually, you answered all of my questions. Thanks so much. Goodbye.",general-bye,0
hotel,"Agent: No, I am sorry no three star hotels. Would a four star work? <SEP> User: I would prefer to stay with a three star hotel. Could you please check the south side and see if any hotels are available? <SEP> Agent: Yes, there is one available. The Lensfield hotel at 53-57 lensfield road. Would you like me to book it?",yes book for 3 people and 3 nights from thursday,Hotel-Inform,0
hotel,"Agent: Warkworth House falls in the moderate price range. Would you like me to book a room for you? <SEP> User: No, that's all the information I'll need for now. Thanks so much! <SEP> Agent: You're very welcome. Can I find you a restaurant, or help in any other way today?","No, but thank you!",general-thank,0
hotel,"User: I would like a hotel in the centre and it should be in the cheap price range. <SEP> Agent: I don't have any hotels that meet your criteria but I do have two guesthouses available? Would that be okay? <SEP> User: Yes, that would be fine. What are the names of the two guesthouses?",One id alexander bed and breakfast and the other is el shaddai.,Hotel-Inform,1
hotel,User: I am looking for a hotel called finches bed and breakfast. <SEP> Agent: Finches Bed and Breakfast is a guesthouse on the west side of town and falls in the cheap price range. Are you interested in booking a room there?,"Yes I am, I need a reservation for 6 people for 3 nights starting on Wednesday.",Hotel-Inform,0
hotel,"Agent: what date would you like, how long, and how many people? <SEP> User: I don't need to book at this time. I just need the phone number, address, and postcode, please. <SEP> Agent: The phone number is 01223353888, address is 154 chesterton road, and postcode is cb41da.","Thanks very much for your help, that's everything I needed.",general-thank,0
hotel,"User: Yes, I'd like to book three nights, for three people, at the Worth House hotel. <SEP> Agent: What day will you be checking in? <SEP> User: I would be arriving Sunday.",Ok. The booking was successful. Your reference number is M15ZT8QM .,Booking-Book,1
hotel,"Agent: It is a cheap guesthouse in the north of town. Would you like to book a room? <SEP> User: Yes please. I need three nights for one person starting this Friday. And can I get a reference number? <SEP> Agent: I've successfully booked your room for Friday, 1 person, staying 3 days. Your reference number is: F2X024Q6",Thank you so much for your help today.,general-thank,0
hotel,"Agent: Can you tell me the day, number of nights and how many guests please? <SEP> User: Our stay will start on Tuesday for 4 nights. Our party includes 8 people. <SEP> Agent: Okay, your booking was successful. The reference number is DB9C3OVK . Can I help you with anything else?","Great, that's all I need, thanks so much for your help! Have a great day!",general-thank,0
hotel,Agent: Rosa's bed and breakfast is a cheap priced guesthouse in the south part of the city. <SEP> User: Do they have a room available that will accommodate 4 people? <SEP> Agent: Yes for what day and time please?,4 people and 5 nights starting from thursday,Hotel-Inform,0
hotel,"User: Yes! Please book it for 1 people and 2 nights starting from monday. <SEP> Agent: I'm sorry there is no availability for 2 nights from Monday, would you like me to try a different date or a different hotel? <SEP> User: How about one night only?","That was open, the reference code is B13IXXHV .",Booking-Book,1
hotel,"User: Hello, I'm looking for a cheap place to stay. It doesn't need to have free parking.",Alexander bed and breakfast is available in the cheap price range.,Hotel-Inform,1
hotel,"User: No, thank you very much for your help. <SEP> Agent: Is there any thing else you need? <SEP> User: No, again, thank you for your help.",You're welcome. Have a great day!,general-greet,1
hotel,"Agent: Yes. Would you like to book a room? <SEP> User: Yes, most likely. Can you provide me with the postcode of the hotel please? <SEP> Agent: Yes, the postcode is pe296fl. Is there anything else I can do for you today?","Thanks, that will be all.",general-thank,0
hotel,"Agent: Sure, I can assist you with that. Was there an area of town you were looking for? <SEP> User: I am looking in the Cambridge area. <SEP> Agent: I'm sorry but I am unable to find anything with those specifications. Would you like to try anything else?",ok no preference for area any guest house,Hotel-Inform,0
hotel,Agent: I am sorry but finches bed and breakfast is solidly booked. Do you want me to search for another guesthouse? <SEP> User: Yes please another hotel in the same price range if possible. <SEP> Agent: I am not finding any other cheap places to stay in the west. Maybe a better price point? Moderate or expensive maybe?,How about cheap in any area please?,Hotel-Inform,0
hotel,"Agent: How many nights do you need? <SEP> User: I need five nights. And I need the reference number, please. <SEP> Agent: I was able to book the Alexander B&B for you for 4 people and 5 nights starting on Thursday. The reference number is 1KWO2DAQ .","Thank you that will do, cheers.",general-thank,0
hotel,"Agent: How about the Alexander Bed and Breakfast? <SEP> User: I'd prefer an unrated place, I don't need free parking or wifi, for what it's worth. <SEP> Agent: I have the El Shaddai and the Cityroomz that are not rated. Would you like to book one of these?","Actually, come to think of it I might need free wifi. Do either of those offer that?",Hotel-Inform,0
